obscode,lat,lon,elevation,name
096,45.504308089289985,9.4283,289.43185514677316,Merate
097,30.429788499398022,34.7625,850.329640773125,"Wise Observatory, Mitzpeh Ramon"
098,45.65614190499965,11.569,1353.8438259214163,"Asiago Observatory, Cima Ekar"
099,61.30648407899809,25.53,1794.2852782923728,Lahti
100,62.452399669259734,24.13,495.09495110530406,Ahtari
101,49.812950708673775,36.2322,50.8894652267918,Kharkov
102,55.520183305971905,36.75953,121.42492117453367,Zvenigorod
103,45.85152051313926,14.52774,382.0161475883797,Ljubljana
104,43.87137837316714,10.8042,893.9133375436068,San Marcello Pistoiese
105,55.57690612768985,37.5706,118.27489162236452,Moscow
106,45.756409519147546,14.0711,640.5559682035819,Crni Vrh
107,44.667789708398985,11.003,-76.35055907536298,Cavezzo
108,43.54479242994257,11.0278,-37.829880533739924,Montelupo
109,36.54897775139521,3.0705,78.31607901956886,Algiers-Kouba
110,57.01503019346823,39.415,26.042976699769497,Rostov
111,43.487496650429485,10.9721,21.18831444066018,"Piazzano Observatory, Florence"
112,45.29231370509158,10.9039,43.83918440993875,"Pleiade Observatory, Verona"
113,50.489040906928146,13.0166,446.22076963819563,"Volkssternwarte Drebach, Schoenbrunn"
114,43.46457833862425,41.4277,1975.8410776453093,"Engelhardt Observatory, Zelenchukskaya Station"
115,43.45884876067294,41.4416,1980.7226429823786,Zelenchukskaya
116,47.922189984742054,11.5958,435.2487411601469,Giesing
117,47.922189984742054,11.538499999999999,511.7863851599395,Sendling
118,48.18002099255093,17.274,479.99285217840225,"Astronomical and Geophysical Observatory, Modra"
119,41.56235845878992,42.82,1510.2927224431187,Abastuman
120,45.08604889884448,13.7261,162.02429537288845,Visnjan
121,49.4508413821511,36.93403,95.27382689062506,"Kharkov University, Chuguevskaya Station"
122,43.848460061361905,3.5035,1208.1029793238267,Pises Observatory
123,40.14715270481678,44.2917,1420.7431526165456,Byurakan
124,43.407282559111174,2.255,92.08242563344538,Castres
125,41.526262117696675,44.7895,339.93796369899064,Tbilisi
126,43.94013330858284,9.7903,274.71789683494717,Monte Viseggi
127,50.569254998246464,6.9797,15.148784188553691,Bornheim
128,51.3507694308049,46.00661,8.27116703800857,Saratov
129,38.96113006889598,45.92,2391.885414163582,Ordubad
130,45.47279541055779,10.23963,759.857677676715,Lumezzane
131,44.461524902151886,4.725,270.19315458647907,Observatoire de l'Ardeche
132,43.92294457472891,5.2461,444.34565789438784,Bedoin
133,43.172369863107534,5.0906,-15.165160058997571,Les Tardieux
134,50.73999642119544,11.48245,345.6213075593114,Groszschwabhausen
135,55.6112835953977,49.121,12.278953881002963,Kasan
136,55.66284979695948,48.8156,53.8671799916774,"Engelhardt Observatory, Kasan"
137,31.896560454932928,34.8147,-4.2875549383461475,Givatayim Observatory
138,47.412257547075626,7.5717,174.1721755741164,Village-Neuf
139,43.41301213706248,7.1108,-13.573946451768279,Antibes
140,45.52722640109522,3.6294,497.6211671605706,Augerolles
141,48.879029502610535,7.3672,211.69269171450287,Hottviller
142,51.47452831455316,7.1874,-19.31787033099681,Sinsen
143,46.03887771214704,9.02406,186.59346840158105,Gnosca
144,48.94778443802623,1.666,-31.375690527260303,Bray et Lu
145,51.05053954615635,4.5597,-42.04845598433167,'s-Gravenwezel
146,44.09483191326816,10.667300000000001,1209.3986953794956,Frignano
147,45.44472047859638,8.57391,219.35612418875098,Osservatorio Astronomico di Suno
148,43.453119182721636,2.0375,65.78499788232148,Guitalens
149,49.0623759970524,4.2236,64.60153770912439,Beine-Nauroy
150,48.75297878768175,2.1572,-26.96992846671492,Maisons Laffitte
151,47.286206832146846,8.744,487.61733658611774,"Eschenberg Observatory, Winterthur"
152,55.13572862543912,25.5633,142.3893522694707,Moletai Astronomical Observatory
153,48.54671398143466,9.1747,381.96541874855757,Stuttgart-Hoffeld
154,46.3522856260836,12.1043,1718.8126723002642,Cortina
155,55.94932869452489,10.1971,-5.873818035237491,"Ole Romer Observatory, Aarhus"
156,37.31674119687052,15.0858,-11.899359298869967,Catania Astrophysical Observatory
157,42.0379134287485,12.8117,414.0710266819224,Frasso Sabino
158,45.59598133651092,7.6033,1408.5670215999708,Promiod
159,43.80262343775144,10.5153,705.6395749300718,Monte Agliale
160,43.63073609921219,10.84144,5.037163583561778,Castelmartini
161,44.89697282645131,8.1605,275.78459183778614,Cerrina Tololo Observatory
162,40.46227949213874,15.7805,745.732269635424,Potenza
163,49.354584472569115,6.1492,263.82636196445674,"Roeser Observatory, Luxembourg"
164,48.122725213037846,6.8861,287.1463242424652,St. Michel sur Meurthe
165,41.33317534073759,1.7553,179.85041482374072,"Piera Observatory, Barcelona"
166,50.3171535683889,16.0117,363.3340649623424,Upice
167,47.326313877806,8.5727,475.1219516294077,Bulach Observatory
168,56.8603315887829,59.5472,211.60859290510416,Kourovskaya
169,44.88551367054869,8.4016,183.48960964009166,Airali Observatory
170,41.138369690393105,1.9206,1403.8873520921916,Observatorio de Begues
171,35.72964810435814,14.4697,61.40612780395895,"Flarestar Observatory, San Gwann"
172,46.60438705594116,7.0364,683.2506551640108,Onnens
173,-20.769720073492344,55.5061,120.75227260123938,"St. Clotilde, Reunion"
174,62.18883908349955,25.5131,155.46315463352948,"Nyrola Observatory, Jyvaskyla"
175,46.03715883876165,7.6083,2098.117638224736,"F.-X. Bagnoud Observatory, St-Luc"
176,39.46533292861111,2.8225,36.792255653999746,Observatorio Astronomico de Consell
177,43.453119182721636,3.9414,-31.800498217344284,Le Cres
178,45.93975601358941,6.1344,432.7992783235386,Collonges
179,45.73349120734231,9.0175,1507.7214858299121,Monte Generoso
180,43.378634669354625,3.9519,-44.23717766627669,Mauguio
181,-21.06765812696037,55.41,959.200214673765,"Observatoire des Makes, Saint-Louis"
182,-20.884311632518507,55.2586,216.60838879831135,"St. Paul, Reunion"
183,43.45884876067294,41.42,1990.2898484831676,"Starlab Observatory, Karachay-Cherkessia"
184,43.79116428184882,6.0361,643.3269463181496,"Valmeca Observatory, Puimichel"
185,47.160156117218065,7.4219,406.87884687352926,Observatoire Astronomique Jurassien-Vicques
186,38.94394133504206,66.8821,581.8864108212292,Kitab
187,52.09332273329445,17.0733,56.37740187253803,"Astronomical Observatory, Borowiec"
188,38.4855750989374,66.89555,2509.7995198620483,Majdanak
189,46.00851094900511,6.1514,356.40272095706314,Geneva (before 1967)
190,38.30222860449553,68.6819,661.8951934836805,Gissar
191,38.37098353991124,68.7811,722.534631001763,Dushanbe
192,41.1326401124418,69.2936,412.5216916427016,Tashkent
193,38.0730454864432,69.2178,2123.714244154282,Sanglok
194,-23.319382261824508,18.0094,1739.8515112027526,Tivoli
195,47.99094492015775,11.4492,449.3147965911776,"Untermenzing Observatory, Munich"
196,49.14259008837071,7.3331,157.41218498162925,Homburg-Erbach
197,44.06618402351162,12.1836,-53.31335850805044,Bastia
198,48.440716789335454,8.75674,430.6764737609774,Wildberg
199,48.09980690123261,2.438,-1.3649563416838646,Buthiers
200,50.569254998246464,4.3036,15.148784188553691,Beersel Hills Observatory
201,45.59025175855961,7.6033,1360.5060924505815,Jonathan B. Postel Observatory
202,42.903079699396045,5.8997,-3.1224844232201576,"Tamaris Observatoire, La Seyne sur Mer"
203,45.34960948460466,8.9955,100.94171129073948,GiaGa Observatory
204,45.67619542782923,8.7708,1133.6282751951367,Schiaparelli Observatory
205,44.27817840771002,11.2731,41.06366430595517,"Obs. Casalecchio di Reno, Bologna"
206,60.43558823039923,10.5667,704.710827213712,"Haagaar Observatory, Eina"
207,45.35533906255597,9.3065,60.34668181184679,Osservatorio Antonio Grosso
208,44.75946295561991,9.5875,45.24019259493798,Rivalta
209,45.657287820589914,11.56883,1346.6177173284814,"Asiago Observatory, Cima Ekar-ADAS"
210,42.99475294661698,76.9573,1375.495507282205,Alma-Ata
211,43.5677107417478,11.1764,-6.967155775986612,Scandicci
212,36.46933661787203,-4.642530000000022,189.6387266749516,Observatorio La Dehesilla
213,41.32859167837655,2.38539,28.269281828776002,Observatorio Montcabre
214,48.06542943352476,11.6569,408.09983509220183,Garching Observatory
215,47.824787159569816,10.7328,529.7995564304292,Buchloe
216,48.81027456719483,5.6914,194.52526987344027,Observatoire des Cote de Meuse
217,43.033714076685875,77.87114,2587.169789227657,Assah
218,17.320514146804786,78.4541,506.4963260134682,Hyderabad
219,16.98819862562891,78.7283,655.8399344757199,Japal-Rangapur
220,12.496209511803256,78.8263,694.0759075703099,"Vainu Bappu Observatory, Kavalur"
221,-23.101658299674792,16.3631,1826.7453447235748,"IAS Observatory, Hakos"
222,48.51806609167811,2.4939,-3.0531580867245793,Yerres-Canotiers
223,12.983223637664455,80.2464,17.145806551910937,Madras
224,47.59331221033697,7.50171,150.33070162218064,Ottmarsheim
225,43.03485999227613,-71.17500000000001,65.68085337430239,Northwood Ridge Observatory
226,45.2407475035298,11.8858,-46.20466855727136,"Guido Ruggieri Observatory, Padua"
227,42.444713463291386,-78.7147,397.3279162272811,"OrbitJet Observatory, Colden"
228,45.45274188772821,13.875,353.1017602523789,"Bruno Zugna Observatory, Trieste"
229,40.502386537797896,14.9743,266.82825774047524,"G. C. Gloriosi Astronomical Observatory, Salerno"
230,47.509660372247865,12.0133,1859.1659267134964,Mt. Wendelstein Observatory
231,49.812950708673775,5.3983,391.48198102694005,Vesqueville
232,41.31598660688367,1.3317,265.9776676725596,Masquefa Observatory
233,43.66511356692004,10.5403,-38.91704271826893,"Sauro Donati Astronomical Observatory, San Vito"
234,51.958677651438705,1.12833,-19.25957095436752,Coddenham Observatory
235,45.74380444765467,13.11352,-45.97084305342287,"CAST Observatory, Talmassons"
236,56.29310337160339,84.9465,76.26922940462828,Tomsk
237,46.89086595350658,2.7333,328.88813399430364,Baugy
238,59.7824163439501,10.9094,84.9664126066491,Grorudalen Optical Observatory
239,49.73846619530677,8.4114,29.177363017573953,Trebur
240,48.432695380203626,8.83317,466.6078359214589,Herrenberg Sternwarte
241,48.25450550591793,13.47,360.30835167504847,Schaerding
242,43.2869614221337,1.6956,210.5521701592952,Varennes
243,53.34237072667965,9.413,-62.85773470066488,"Umbrella Observatory, Fredenbeck"
246,48.67276469636344,14.2881,991.238822368905,Klet Observatory-KLENOT
251,18.228652252087144,-66.75308000000001,478.9752743812278,Arecibo
252,35.06616297759664,-116.79488,1008.7988220304251,"Goldstone DSS 13, Fort Irwin"
253,35.24435285188233,-116.88953000000001,948.1406938694417,"Goldstone DSS 14, Fort Irwin"
254,42.43153543400338,-71.48872,84.36883588600904,"Haystack, Westford"
255,44.99666748280407,33.18689,-9.1033182349056,Evpatoria
256,38.24607874057271,-79.83983,758.9109724247828,Green Bank
257,35.15611735143219,-116.87539000000001,894.2428465038538,"Goldstone DSS 25, Fort Irwin"
259,69.46024646150484,19.22586,58.85948113538325,EISCAT Tromso UHF
260,-31.105878697652397,149.0661,1128.6738141439855,Siding Spring Observatory-DSS
261,33.18113183161624,-116.85978,1626.7474187565967,Palomar Mountain-DSS
262,-29.094796836743207,-70.73374000000001,2293.4792282050475,"European Southern Observatory, La Silla-DSS"
266,19.703445616753882,-155.47656,4101.091170977801,New Horizons KBO Search-Subaru
267,19.70287265895875,-155.46956,4118.815079944208,New Horizons KBO Search-CFHT
268,-28.851289773812606,-70.69197000000003,2338.61590010114,New Horizons KBO Search-Magellan/Clay
269,-28.851862731607735,-70.69085999999999,2326.6773912953213,New Horizons KBO Search-Magellan/Baade
276,52.44168107273399,20.38279,65.13979606702924,Plonsk
277,55.748793466229095,-3.1825000000000045,53.8442537849769,"Royal Observatory, Blackford Hill, Edinburgh"
278,39.717434358468665,116.4494,-57.81392698828131,"Peking, Transit of Venus site"
279,50.74572599914675,10.72822,287.12812012340873,"Seeberg Observatory, Gotha (1787-1857)"
280,52.95848900394199,8.9118,-87.80361553560942,Lilienthal
281,44.30682629746656,11.3522,18.58402214292437,Bologna
282,43.647924833066114,4.3603,-5.140492993406951,Nimes
283,52.889734068526295,8.8163,-60.88313589990139,Bremen
284,52.654821372522655,15.8311,-31.373273096047342,Driesen
285,48.50087735782419,2.3708,60.09478675853461,"Flammarion Observatory, Juvisy"
286,24.877827464580346,102.7883,1906.2798204049468,Yunnan Observatory
290,32.52681402957683,-109.89201,3132.7697723489255,Mt. Graham-VATT
291,31.787698473858075,-111.59909999999999,1974.2816712725908,LPL/Spacewatch II
292,39.88359211905661,-74.89420000000001,-64.51874773669988,"Burlington, New Jersey"
293,39.60857237739381,-74.4101,-43.46485577523708,Burlington remote site
294,40.41644286852827,-74.1533,-37.78844916075468,"Astrophysical Obs., College of Staten Island"
295,38.74913568469758,-77.0,150.61296608578414,"Catholic University Observatory, Washington"
296,42.47336135304793,-73.74849999999998,60.9994635572657,"Dudley Observatory, Albany (after 1893)"
297,43.83127132750798,-73.18099999999998,-232.7478820644319,Middlebury
298,41.36182323049413,-72.6592,-2.813086767680943,Van Vleck Observatory
299,-6.778090716397639,107.616,1282.7626418555155,"Bosscha Observatory, Lembang"
300,34.49205926687556,133.54444,364.693732152693,Bisei Spaceguard Center-BATTeRS
301,45.26366581533504,-71.1533,1054.9242176236585,Mont Megantic
302,8.594366926962348,-71.12,8760.129384823143,University of the Andes station
303,8.731876797793747,-70.87040000000002,3618.5682686483487,"OAN de Llano del Hato, Merida"
304,-29.003555556,-70.702,2270.4,Las Campanas Observatory
305,34.76707900853835,109.5514,409.37589779496193,"Purple Mountain, Hainan Island station"
306,10.009572680935483,-69.32310000000001,582.769765608944,"Observatorio Taya Beixo, Barquisimeto"
307,43.51041496223472,-72.28339999999997,136.87923964858055,"Shattuck Observatory, Hanover"
309,-24.481913628144948,-70.40431000000001,2596.4965763390064,Cerro Paranal
310,42.189747244458175,-71.12835999999999,-48.775935172103345,Minor Planet Center Test Code
312,16.730367617820036,112.334,-199.57673714216799,"Tsingtao field station, Xisha Islands"
318,-31.455382952682196,115.691,-27.804216568358243,Quinns Rock
319,-31.833535097468538,116.135,369.504013761878,"Perth Observatory, Perth-Lowell Telescope"
320,-30.7621040205739,116.4381,194.46881329081953,Chiro Observatory
321,-31.61581113531883,115.7571,8.793834240175784,Craigie
322,-31.833535097468538,116.134,349.0939753623679,"Perth Observatory, Bickley-MCT"
323,-31.833535097468538,116.135,349.0939753623679,"Perth Observatory, Bickley"
324,39.91224000881314,116.3277,-24.0341119421646,"Peking Observatory, Shaho Station"
327,40.204448484329866,117.575,798.2413012143224,"Peking Observatory, Xinglong Station"
330,31.896560454932928,118.8209,306.96553066093475,"Purple Mountain Observatory, Nanking"
333,31.787698473858075,-110.47640000000001,1209.5430449722335,Desert Eagle Observatory
334,35.88434670904346,120.3196,29.308866349980235,Tsingtao
337,30.92826178116184,121.1843,23.701160586439073,"Sheshan, formerly Zo-Se"
340,34.62956913770696,135.4853,38.106329372152686,Toyonaka
341,36.14790729480364,137.9486,829.3346466356888,Akashina
342,33.374791566370455,134.3189,-17.13996418286115,Shishikui
343,38.01574970693012,127.1258,63.27078705560416,Younchun
344,35.9817495342157,128.9767,1077.890231333673,Bohyunsan Optical Astronomy Observatory
345,36.749512979691005,128.4575,1288.3284233724698,Sobaeksan Optical Astronomy Observatory
346,36.325524211294194,127.3854,21.773223706521094,KNUE Astronomical Observatory
347,36.37709041285597,139.9086,61.15074797999114,Utsunomiya-Imaizumi
348,35.12804241947077,135.2669,1.0347125483676791,Ayabe
349,35.77376585458322,139.56622,-41.653409409336746,Ageo
350,36.29687632153765,139.2635,269.2713700477034,Kurohone
351,34.88740014551583,135.8678,66.75697679817677,Sakamoto
352,34.76707900853835,136.1778,147.2344670938328,Konan
353,34.56081420229126,135.0648,111.77603971492499,Nishi Kobe
354,36.6807580442753,140.0206,709.5315740620717,Kawachi
355,35.20825651078909,139.2133,82.72372316289693,Hadano
356,38.35379480605731,141.0867,-58.64085503201932,Kogota
357,35.99893826806963,140.0064,-33.474550703540444,Shimotsuma
358,37.8610511022448,140.1586,185.34302916843444,Nanyo
359,34.0336930307709,135.1719,-37.02220589853823,Wakayama
360,33.49511270334793,132.9442,547.6663788286969,Kuma Kogen
361,34.1712029016023,134.8933,-75.62163208518177,Sumoto
362,42.45044304124269,140.655,187.7021249383688,Ray Observatory
363,33.38052114432176,130.7703,-73.2226563822478,Yamada
364,31.47257168653612,130.5747,158.3876943718642,YCPM Kagoshima Station
365,34.22849868111538,135.9579,427.6624159803614,Uto Observatory
366,35.678081902796364,138.3003,813.692358658649,Miyasaka Observatory
367,35.317118491863944,133.167,-34.70415637642145,Yatsuka
368,35.62078612328328,138.8117,1389.209484080784,Ochiai
369,35.804132617725145,139.15,212.07801062241197,Chichibu
370,33.374791566370455,133.5273,-34.99874778371304,Kochi
371,34.39465644170332,133.5965,293.88997318875045,Tokyo-Okayama
372,33.35187325456523,133.8276,78.9919645478949,Geisei
373,33.95347893945259,135.3397,276.53973492234945,Oishi
374,34.91604803527237,134.7196,244.50768525525928,Minami-Oda Observatory
375,34.77280858648966,134.8708,351.4190715113655,Uzurano
376,35.506194564257115,139.0392,682.9724316326901,Uenohara
377,34.81291563214882,135.7933,175.97628927510232,"Kwasan Observatory, Kyoto"
378,34.38892686375201,136.0142,322.51758663821965,Murou
379,34.5207071566321,137.6279,-88.40613123588264,Hamamatsu-Yuto
380,34.635298715658266,137.0349,-69.60364110115916,Ishiki
381,35.615056545331974,137.62542,1111.016835656017,Tokyo-Kiso
382,35.930183332653925,137.5553,2783.0157031426206,Tokyo-Norikura
383,36.57762564115176,137.8959,619.8218363635242,Chirorin
384,34.64102829360957,138.1792,222.5957323871553,Shimada
385,34.78999732034359,138.468,239.41743420343846,Nihondaira Observatory
386,35.7067297925529,138.3217,1040.016876982525,Yatsugatake-Kobuchizawa
387,35.821321351579066,139.1944,783.2530805263668,Tokyo-Dodaira
388,35.489005830403194,139.5421,-4.261650051921606,Tokyo-Mitaka
389,35.471817096549266,139.7447,-90.03613273613155,Tokyo (before 1938)
390,36.371360834904664,139.8725,91.6420963825658,Utsunomiya
391,38.078202106599385,140.77843,53.32242394145578,"Sendai Observatory, Ayashi Station"
392,42.71973320495418,141.3667,158.94193197600543,JCPM Sapporo Station
393,35.90726502084869,140.1292,-207.5074671106413,JCPM Sakura Station
394,44.919891138256546,142.3208,-35.84444150701165,JCPM Hamatonbetsu Station
395,43.647924833066114,142.3583,-324.04734299331903,Tokyo-Asahikawa
396,43.550522007893875,142.4208,-95.64959473535419,Asahikawa
397,42.840054341931655,141.4761,-42.51104087755084,Sapporo Science Center
398,35.941642488556546,139.108,126.7487315023318,Nagatoro
399,42.885890965542124,144.59,60.00518239289522,Kushiro
400,43.5677107417478,143.7827,94.44522252399474,Kitami
401,35.930183332653925,139.4208,-110.10724005755037,Oosato
402,35.02491001634723,136.3078,157.5520365741104,Dynic Astronomical Observatory
403,35.23117482259432,137.0556,75.45365285780281,Kani
404,37.63759756214378,140.9292,-42.56406607478857,Yamamoto
405,36.113529827095796,139.3292,-93.65268512442708,Kamihoriguchi
406,43.063507882032674,141.8233,-28.259319244883955,Bibai
407,38.25639198088507,140.3099,3.648204531520605,Kahoku
408,35.71818894845553,138.1747,1751.39551462885,Nyukasa
409,35.58640865557543,139.5211,-21.629749610088766,Kiyose and Mizuho
410,34.94469592502891,134.891,334.2438575690612,Sengamine
411,36.06769320348533,139.417,-26.981918309815228,Oizumi
412,36.77816086944755,140.5991,655.0033416962251,Iwaki
413,-31.106451655447525,149.06608,1108.4522203514352,Siding Spring Observatory
414,-35.139501575373394,149.0077,677.3046848522499,Mount Stromlo
415,-35.2139860887404,149.0636,516.5327437026426,Kambah
416,-35.12804241947077,149.1336,524.6797602484003,Barton
417,37.150583436282574,137.1371,116.00250110495836,Yanagida Astronomical Observatory
418,-30.911646005103048,150.94034,388.18730900622904,Tamworth
419,-33.43208734588354,150.8329,-11.580625445581973,Windsor
420,-33.6841887757411,151.205,9.765354656614363,Sydney
421,33.58105637261755,133.765,1225.1318724788725,"Mt. Kajigamori, Otoyo"
422,-31.163174477165477,151.0461,773.1315901428461,Loomberah
423,-33.62746595402315,151.12473,3.0525188483297825,North Ryde
424,-35.076476217909004,149.0658,546.8048245385289,Macquarie
425,-27.307168515935036,152.9316,103.78102549910545,"Taylor Range Observatory, Brisbane"
426,-31.025664606334075,136.8217,58.21045481879264,Woomera
427,-34.15401416774838,138.7283,80.4397936873138,Stockport
428,-27.94888124648156,153.397,32.397071888670325,Reedy Creek
429,-35.07074663995769,149.04,591.3596079228446,Hawker
430,-31.105878697652397,149.2123,483.8441634438932,"Rainbow Observatory, near Coonabarabran"
431,-33.26020000734429,149.7578,824.5497387768701,"Mt. Tarana Observatory, Bathurst"
432,-30.171384533794022,153.08222,-43.37187168933451,Boambee
433,-32.56119149728469,152.1078,-78.50712984614074,Bagnall Beach Observatory
434,44.856865780792155,10.9206,-91.894710611552,S. Benedetto Po
435,45.21209961377326,11.8936,-25.006505590863526,"G. Colombo Astronomical Observatory, Padua"
436,44.134938958927314,11.3356,434.7433154080063,Osservatorio di Livergnano
437,39.82056676159222,-75.30290000000002,70.54978381283581,Haverford
438,42.12385709801813,-72.6379,253.33410496637225,"Smith College Observatory, Northampton"
439,35.68954105869898,-106.74610000000001,2065.2978073246777,"ROTSE-III, Los Alamos"
440,43.000482524568284,-81.31580000000002,280.58790085464716,Elginfield Observatory
441,56.1613230787233,-2.8303000000000225,-54.16101776063442,"Swilken Brae, St. Andrews"
